"stop_id","stop_lat","stop_long","stop_name","stop_suburb","stop_type"
"B-1    ",-37.70077481,145.0189511,"Dole Ave/Cheddar Rd                                                   ","Reservoir                                         ","B   "
"B-10   ",-37.67530436,144.5887764,"Raleighs Rd/Centenary Ave                                             ","Melton                                            ","B   "
"B-100  ",-37.97603147,145.0211016,"Cullinane St/Balcombe Rd                                              ","Black Rock                                        ","B   "
"B-1000 ",-38.14170177,145.1575054,"Lindrum Rd/Karingal Dr                                                ","Frankston                                         ","B   "
"B-10000",-38.07127822,145.467659,"Funston Ct/Duncan Dr                                                  ","Pakenham                                          ","B   "
"B-10001",-38.06916799,145.4668595,"Dobson Ct/Duncan Dr                                                   ","Pakenham                                          ","B   "
"B-10002",-38.06683996,145.4666345,"Princes Hwy/Duncan Dr                                                 ","Pakenham                                          ","B   "
"B-10003",-38.06490404,145.4646915,"Rundell Way/Princes Hwy                                               ","Pakenham                                          ","B   "
"B-10004",-38.06363083,145.461743,"Warwick Bayley Oval/Princes Hwy                                       ","Pakenham                                          ","B   "
"B-10005",-37.80481543,144.9691062,"Exhibition Building/Rathdowne St                                      ","Carlton                                           ","B   "
"B-10006",-38.063242,145.4363778,"Cardinia Rd/Princes Hwy                                               ","Pakenham                                          ","B   "
"B-10007",-38.06263872,145.4189053,"McMullen Rd/Princes Hwy                                               ","Officer                                           ","B   "
"B-10008",-38.06116161,145.4142866,"Officer Recreation Reserve/Princes Hwy                                ","Officer                                           ","B   "
"B-10009",-38.05998875,145.4081911,"Station St/Princes Hwy                                                ","Officer                                           ","B   "
"B-1001 ",-38.14072961,145.1558526,"Devon Ct/Karingal Dr                                                  ","Frankston                                         ","B   "
"B-10010",-38.05954003,145.4056705,"Bayview Rd/Princes Hwy                                                ","Officer                                           ","B   "
"B-10011",-38.0567554,145.3904695,"Brunt Rd/Princes Hwy                                                  ","Officer                                           ","B   "
"B-10012",-38.05417658,145.37922,"O'Neil Rd/Princes Hwy                                                 ","Beaconsfield                                      ","B   "
"B-10013",-37.80229978,144.9695499,"Melbourne Museum/Rathdowne St                                         ","Carlton                                           ","B   "
"B-10014",-38.0426943,145.3648302,"Haileybury College/Princes Hwy                                        ","Berwick                                           ","B   "
"B-10015",-38.04052325,145.3616537,"Cardinia St/Princes Hwy                                               ","Berwick                                           ","B   "
"B-10016",-38.03931413,145.3596068,"Bryn Mawr Bvd/Princes Hwy                                             ","Berwick                                           ","B   "
"B-10017",-38.03542963,145.3537799,"Edrington Park Retirement Village/Princes Hwy                         ","Berwick                                           ","B   "
"B-10018",-38.03213684,145.348396,"Rutland Rd/Princes Hwy                                                ","Berwick                                           ","B   "
"B-10019",-38.03130011,145.345931,"Berwick Shopping Centre/High St                                       ","Berwick                                           ","B   "
"B-1002 ",-38.13884379,145.1522603,"Flam St/Ashleigh Ave                                                  ","Frankston                                         ","B   "
"B-10020",-38.03100249,145.3401612,"York Rd/Princes Hwy                                                   ","Berwick                                           ","B   "
"B-10021",-38.03006691,145.3351806,"Wilson Botanic Park/Princes Hwy                                       ","Berwick                                           ","B   "
"B-10022",-37.80069174,144.9698438,"Grattan St/Rathdowne St                                               ","Carlton                                           ","B   "
"B-10023",-38.02963491,145.3314078,"William Rd/Princes Hwy                                                ","Berwick                                           ","B   "
"B-10024",-37.93109847,145.0178357,"Ivy St/South Rd                                                       ","Brighton East                                     ","B   "
"B-10025",-37.93374978,145.0399971,"Redholme St/South Rd                                                  ","Moorabbin                                         ","B   "
"B-10026",-37.98002035,145.0538406,"Mentone Girls Secondary College/Balcombe Rd                           ","Mentone                                           ","B   "
"B-10027",-37.98955805,145.1318266,"Braeside Park/Lower Dandenong Rd                                      ","Dingley Village                                   ","B   "
"B-10028",-37.99301322,145.1617901,"Chapel Rd/Cheltenham Rd                                               ","Keysborough                                       ","B   "
"B-10029",-37.98725032,145.1695971,"Turramurra Dr/Kingsclere Ave                                          ","Keysborough                                       ","B   "
"B-1003 ",-38.13976619,145.1484603,"Golconda Ave/Ashleigh Ave                                             ","Frankston                                         ","B   "
"B-10030",-37.9811691,145.1772512,"Ainsley Ave/Bloomfield Rd                                             ","Noble Park                                        ","B   "
"B-10031",-37.97434159,145.186801,"Chandler Rd/Railway Pde                                               ","Noble Park                                        ","B   "
"B-10032",-37.79776233,144.9703329,"Elgin St/Rathdowne St                                                 ","Carlton                                           ","B   "
"B-10033",-37.9096989,144.9967423,"Boxshall St/St Andrews St                                             ","Brighton                                          ","B   "
"B-10034",-37.91200385,144.9934494,"Church St/St Andrews St                                               ","Brighton                                          ","B   "
"B-10035",-37.92010641,145.0014539,"Dendy St/Church St                                                    ","Brighton                                          ","B   "
"B-10036",-37.92180081,145.0030576,"Peacock St/Roslyn St                                                  ","Brighton                                          ","B   "
"B-10037",-37.92584358,145.0023225,"Were St/Roslyn St                                                     ","Brighton                                          ","B   "
"B-10038",-37.92861859,145.0017581,"South Rd/Roslyn St                                                    ","Brighton                                          ","B   "
"B-10039",-37.92931694,145.0046746,"Hampton St/South Rd                                                   ","Brighton                                          ","B   "
"B-1004 ",-37.86002805,144.9825954,"Princes St/Barkly St                                                  ","St Kilda                                          ","B   "
"B-10040",-37.92957303,145.0070227,"St Leonards College/South Rd                                          ","Brighton East                                     ","B   "
"B-10041",-37.92987757,145.0095744,"Canberra Gr/South Rd                                                  ","Brighton East                                     ","B   "
"B-10042",-37.79497684,144.9708066,"Kay St/Rathdowne St                                                   ","Carlton                                           ","B   "
"B-10043",-37.93014218,145.0118997,"Comer St/South Rd                                                     ","Brighton East                                     ","B   "
"B-10044",-37.93049436,145.0151441,"Prince St/South Rd                                                    ","Brighton East                                     ","B   "
"B-10045",-37.93083801,145.0178882,"Ivy St/South Rd                                                       ","Brighton East                                     ","B   "
"B-10046",-37.93130021,145.0217897,"Letchworth Ave/South Rd                                               ","Brighton East                                     ","B   "
"B-10047",-37.93165714,145.0242605,"Studley Rd/South Rd                                                   ","Brighton East                                     ","B   "
"B-10048",-37.93191112,145.0265064,"Cummins Rd/South Rd                                                   ","Brighton East                                     ","B   "
"B-10049",-37.93212451,145.0279457,"Gleniffer Ave/South Rd                                                ","Brighton East                                     ","B   "
"B-1005 ",-38.14334204,145.1454944,"Coral St/Ashleigh Ave                                                 ","Frankston                                         ","B   "
"B-10050",-37.93398617,145.0433701,"Moorabbin Bowls Club/South Rd                                         ","Bentleigh                                         ","B   "
"B-10051",-37.74421255,145.0584791,"Invermay Gr/Waiora Rd                                                 ","Rosanna                                           ","B   "
"B-10052",-37.7929374,144.971169,"Princes St/Rathdowne St                                               ","Carlton                                           ","B   "
"B-10053",-37.93428319,145.0460588,"Sandra Gr/South Rd                                                    ","Bentleigh                                         ","B   "
"B-10054",-37.93583751,145.0490329,"Deal Cl/Chapel Rd                                                     ","Moorabbin                                         ","B   "
"B-10055",-37.93806559,145.0486212,"Herne Cl/Chapel Rd                                                    ","Moorabbin                                         ","B   "
"B-10056",-37.94084987,145.0480583,"Avon St/Chapel Rd                                                     ","Moorabbin                                         ","B   "
"B-10057",-37.94297457,145.0479338,"Rhonda Ct/Chapel Rd                                                   ","Moorabbin                                         ","B   "
"B-10058",-37.94517542,145.0475114,"Wickham Rd/Chapel Rd                                                  ","Moorabbin                                         ","B   "
"B-10059",-37.94596944,145.0497436,"Walsh Ave/Wickham Rd                                                  ","Moorabbin                                         ","B   "
"B-1006 ",-38.14570914,145.1447383,"Frankston East PS/Ashleigh Ave                                        ","Frankston                                         ","B   "
"B-10060",-37.94623814,145.051819,"Rowans Rd/Wickham Rd                                                  ","Moorabbin                                         ","B   "
"B-10061",-37.94669265,145.0553234,"Commercial Rd/Wickham Rd                                              ","Moorabbin                                         ","B   "
"B-10062",-37.94850104,145.058963,"Keys Rd/Chesterville Rd                                               ","Cheltenham                                        ","B   "
"B-10063",-37.79128412,144.9714527,"Lee St/Rathdowne St                                                   ","Carlton North                                     ","B   "
"B-10064",-37.95029715,145.0585857,"Waves Leisure Centre/148 Chesterville Rd                              ","Cheltenham                                        ","B   "
"B-10065",-37.95316256,145.0580208,"Bernard St/Chesterville Rd                                            ","Cheltenham                                        ","B   "
"B-10066",-37.95575923,145.0575541,"Keamy Ave/Chesterville Rd                                             ","Cheltenham                                        ","B   "
"B-10067",-37.96495068,145.055889,"Cheltenham Youth Club/Charman Rd                                      ","Cheltenham                                        ","B   "
"B-10068",-37.96822929,145.0552448,"Cheltenham Railway Station/Charman Rd                                 ","Cheltenham                                        ","B   "
"B-10069",-37.97177775,145.0545706,"Sydney St/Charman Rd                                                  ","Cheltenham                                        ","B   "
"B-1007 ",-38.14708896,145.1430944,"Ashleigh Ave/Beach St                                                 ","Frankston                                         ","B   "
"B-10070",-37.97387953,145.0541508,"Latrobe St/Charman Rd                                                 ","Cheltenham                                        ","B   "
"B-10071",-37.97649475,145.0537174,"Patty St/Charman Rd                                                   ","Beaumaris                                         ","B   "
"B-10072",-37.78916361,144.9718173,"Newry St/Rathdowne St                                                 ","Carlton North                                     ","B   "
"B-10073",-37.97983869,145.0537543,"Mentone Girls Secondary College/Balcombe Rd                           ","Mentone                                           ","B   "
"B-10074",-37.98033673,145.0577146,"Mundy St/Balcombe Rd                                                  ","Mentone                                           ","B   "
"B-10075",-37.98067926,145.0604494,"Opp 127 Balcombe Rd                                                   ","Mentone                                           ","B   "
"B-10076",-37.98420362,145.0665163,"Kilbreda College/Como Pde                                             ","Mentone                                           ","B   "
"B-10077",-37.98604975,145.0680847,"St Augustines Anglican Church/Como Pde                                ","Mentone                                           ","B   "
"B-10078",-37.98767254,145.0697729,"Mentone Grammar School/Como Pde                                       ","Mentone                                           ","B   "
"B-10079",-37.98560501,145.0706354,"Stawell St/Warrigal Rd                                                ","Mentone                                           ","B   "
"B-1008 ",-38.1458665,145.1404438,"Kelman St/Beach St                                                    ","Frankston                                         ","B   "
"B-10080",-37.9835208,145.0710316,"St Patricks Primary School/Warrigal Rd                                ","Mentone                                           ","B   "
"B-10081",-37.98261545,145.0768278,"Thrift Park Shopping Centre/Lower Dandenong Rd                        ","Mentone                                           ","B   "
"B-10082",-37.7878156,144.9720359,"Fenwick St/Rathdowne St                                               ","Carlton North                                     ","B   "
"B-10083",-37.98096381,145.1652105,"Kingsclere Ave/Corrigan Rd                                            ","Keysborough                                       ","B   "
"B-10084",-37.9833719,145.0828653,"Glenelg Dr/Lower Dandenong Rd                                         ","Mentone                                           ","B   "
"B-10085",-37.98374076,145.0861462,"Ivy St/Lower Dandenong Rd                                             ","Mentone                                           ","B   "
"B-10086",-37.9841152,145.089222,"Allandale Rd/Lower Dandenong Rd                                       ","Mentone                                           ","B   "
"B-10087",-37.98458024,145.0928876,"Bundora Pde/Lower Dandenong Rd                                        ","Mentone                                           ","B   "
"B-10088",-37.98499462,145.0967709,"Duigan Dr/Lower Dandenong Rd                                          ","Moorabbin Airport                                 ","B   "
"B-10089",-37.98534966,145.0992211,"De Havilland Rd/Lower Dandenong Rd                                    ","Moorabbin Airport                                 ","B   "
"B-1009 ",-38.14477389,145.1380296,"Franklin Ct/Beach St                                                  ","Frankston                                         ","B   "
"B-10090",-37.98589784,145.1035906,"Sibthorpe St/Lower Dandenong Rd                                       ","Moorabbin Airport                                 ","B   "
"B-10091",-37.98634552,145.1073252,"Boundary Rd/Lower Dandenong Rd                                        ","Moorabbin Airport                                 ","B   "
"B-10092",-37.98687648,145.1117636,"Boundary Rd/Lower Dandenong Rd                                        ","Moorabbin Airport                                 ","B   "
"B-10093",-37.78485014,144.9725257,"Richardson St/Rathdowne St                                            ","Carlton North                                     ","B   "
"B-10094",-37.98724789,145.1146918,"Redwood Dr/Lower Dandenong Rd                                         ","Dingley Village                                   ","B   "
"B-10095",-37.98726107,145.1166385,"Woodlands Dr/Lower Dandenong Rd                                       ","Dingley Village                                   ","B   "
"B-10096",-37.98803653,145.1211733,"Howard Rd/Lower Dandenong Rd                                          ","Dingley Village                                   ","B   "
"B-10097",-37.98859763,145.1258388,"Sandleford Pl/Lower Dandenong Rd                                      ","Dingley Village                                   ","B   "
"B-10098",-37.98896059,145.1288243,"St Marks School/Lower Dandenong Rd                                    ","Dingley Village                                   ","B   "
"B-10099",-37.98934149,145.1318093,"Cassava Ct/Lower Dandenong Rd                                         ","Dingley Village                                   ","B   "
"B-101  ",-37.97638519,145.0239154,"Hunter Ave/Balcombe Rd                                                ","Black Rock                                        ","B   "
"B-1010 ",-38.14353755,145.1345123,"James St/Beach St                                                     ","Frankston                                         ","B   "
"B-10100",-37.98971891,145.1351475,"593 Lower Dandenong Rd                                                ","Dingley Village                                   ","B   "
"B-10101",-37.99008596,145.1384062,"Greenwood Village Mews/Lower Dandenong Rd                             ","Dingley Village                                   ","B   "
"B-10102",-37.991665,145.1528166,"Fiveways Bvd/Cheltenham Rd                                            ","Keysborough                                       ","B   "
"B-10103",-37.7823609,144.9729344,"Pigdon St/Rathdowne St                                                ","Carlton North                                     ","B   "
"B-10104",-37.98097508,145.1670888,"Yagoona Ave/Kingsclere Ave                                            ","Keysborough                                       ","B   "
"B-10105",-37.99242374,145.1586733,"Beauvorno Ave/Cheltenham Rd                                           ","Keysborough                                       ","B   "
"B-10106",-37.87946351,145.0749662,"The Rialto/Waverley Rd                                                ","Malvern East                                      ","B   "
"B-10107",-37.99199702,145.1630795,"Cheltenham Rd/Corrigan Rd                                             ","Keysborough                                       ","B   "
"B-10108",-37.989562,145.1635387,"Resurrection Church/Corrigan Rd                                       ","Keysborough                                       ","B   "
"B-10109",-37.98699238,145.1640355,"Putt Gr/Corrigan Rd                                                   ","Keysborough                                       ","B   "
"B-1011 ",-38.1428471,145.1318941,"Rex St/Beach St                                                       ","Frankston                                         ","B   "
"B-10110",-37.98489967,145.1644862,"Darren Rd/Corrigan Rd                                                 ","Keysborough                                       ","B   "
"B-10111",-37.98308426,145.1648047,"Trevor Ct/Corrigan Rd                                                 ","Keysborough                                       ","B   "
"B-10112",-36.80786589,144.2408804,"Laxdale Ct/High St                                                    ","Kangaroo Flat                                     ","B   "
"B-10113",-36.8099852,144.2417233,"Lansell Plaza SC/High St                                              ","Kangaroo Flat                                     ","B   "
"B-10114",-37.77988948,144.9733312,"Park St/Rathdowne St                                                  ","Carlton North                                     ","B   "
"B-10115",-36.79507457,144.2442193,"Station St/High St                                                    ","Kangaroo Flat                                     ","B   "
"B-10116",-36.79394185,144.2443383,"Station St/High St                                                    ","Kangaroo Flat                                     ","B   "
"B-10117",-36.79211831,144.244202,"Lansell St/High St                                                    ","Kangaroo Flat                                     ","B   "
"B-10118",-36.79077026,144.2443624,"Cooks Reserve/High St                                                 ","Kangaroo Flat                                     ","B   "
"B-10119",-36.78859649,144.2450565,"Rotary Park/High St                                                   ","Kangaroo Flat                                     ","B   "
"B-1012 ",-38.14204285,145.128925,"Chisholm Institute Of TAFE/Beach St                                   ","Frankston                                         ","B   "
"B-10120",-36.7859394,144.2462833,"Lindsay St/High St                                                    ","Kangaroo Flat                                     ","B   "
"B-10121",-37.98900891,145.1702593,"Balgowlah Ave/Kingsclere Ave                                          ","Keysborough                                       ","B   "
"B-10122",-36.78360257,144.2473305,"Mimosa St/High St                                                     ","Golden Square                                     ","B   "
"B-10123",-36.78143072,144.2488871,"Elm St/High St                                                        ","Golden Square                                     ","B   "
"B-10124",-36.78043803,144.249606,"Oak St/High St                                                        ","Golden Square                                     ","B   "
"B-10125",-36.77836343,144.2514726,"Poplar St/High St                                                     ","Golden Square                                     ","B   "
"B-10126",-36.776623,144.253372,"Bay St/High St                                                        ","Golden Square                                     ","B   "
"B-10127",-36.77510376,144.2550954,"Fir St/High St                                                        ","Golden Square                                     ","B   "
"B-10128",-36.77397604,144.2566031,"Beech St/High St                                                      ","Golden Square                                     ","B   "
"B-10129",-36.77176917,144.2597736,"Maple St/High St                                                      ","Golden Square                                     ","B   "
"B-1013 ",-38.13666374,145.1540267,"Skye Rd/Karingal Dr                                                   ","Frankston                                         ","B   "
"B-10130",-36.77032475,144.2627935,"Booth St/High St                                                      ","Golden Square                                     ","B   "
"B-10131",-36.76877243,144.2646521,"Dick Turner Park/High St                                              ","Golden Square                                     ","B   "
"B-10132",-36.76760701,144.2657017,"Shamrock St/High St                                                   ","Golden Square                                     ","B   "
"B-10133",-36.76567594,144.2679433,"Honeysuckle St/High St                                                ","Bendigo                                           ","B   "
"B-10134",-37.99184276,145.1745844,"Parkmore Shopping Centre/Kingsclere Ave                               ","Keysborough                                       ","B   "
"B-10135",-36.76463783,144.2694362,"Violet St/High St                                                     ","Bendigo                                           ","B   "
"B-10136",-36.76760831,144.2661497,"Christian Church/High St                                              ","Bendigo                                           ","B   "
"B-10137",-36.76927334,144.2644887,"Shamrock St/High St                                                   ","Golden Square                                     ","B   "
"B-10138",-36.77053366,144.2628644,"Booth St/High St                                                      ","Golden Square                                     ","B   "
"B-10139",-36.77140496,144.2611756,"Methodist Sunday School/High St                                       ","Golden Square                                     ","B   "
"B-1014 ",-37.85772519,144.9833629,"St Kilda Junction/Barkly St                                           ","St Kilda                                          ","B   "
"B-10140",-36.77343407,144.2577203,"Beech St/High St                                                      ","Golden Square                                     ","B   "
"B-10141",-36.77499062,144.2556596,"Fir St/High St                                                        ","Golden Square                                     ","B   "
"B-10142",-36.77644709,144.2539496,"Bay St/High St                                                        ","Golden Square                                     ","B   "
"B-10143",-36.77804632,144.2521785,"Poplar St/High St                                                     ","Golden Square                                     ","B   "
"B-10144",-37.99072803,145.1753408,"Kingslere Ave/Bloomfield Rd                                           ","Keysborough                                       ","B   "
"B-10145",-36.78015306,144.2501427,"Oak St/High St                                                        ","Golden Square                                     ","B   "
"B-10146",-36.78215489,144.2486371,"Elm St/High St                                                        ","Golden Square                                     ","B   "
"B-10147",-36.78381434,144.2475246,"Mimosa St/High St                                                     ","Golden Square                                     ","B   "
"B-10148",-36.78602641,144.2465379,"Lindsay St/High St                                                    ","Kangaroo Flat                                     ","B   "
"B-10149",-36.78893406,144.2452349,"Wireless St/High St                                                   ","Kangaroo Flat                                     ","B   "
"B-1015 ",-37.93419956,145.1048404,"Bald Hill Park/opp 72 Bunney Rd                                       ","Clarinda                                          ","B   "
"B-10150",-36.79107259,144.2445756,"Guthrie St/High St                                                    ","Kangaroo Flat                                     ","B   "
"B-10151",-36.7922964,144.2444982,"Lions Park/High St                                                    ","Kangaroo Flat                                     ","B   "
"B-10152",-36.79506331,144.244511,"Station St/High St                                                    ","Kangaroo Flat                                     ","B   "
"B-10153",-36.79730426,144.2439937,"Camp St/High St                                                       ","Kangaroo Flat                                     ","B   "
"B-10154",-36.79837083,144.2437425,"View St/High St                                                       ","Kangaroo Flat                                     ","B   "
"B-10155",-37.98899436,145.1757026,"Beverely Pl/Bloomfield Rd                                             ","Keysborough                                       ","B   "
"B-10156",-36.80128008,144.2428986,"Bank St/High St                                                       ","Kangaroo Flat                                     ","B   "
"B-10157",-36.80420837,144.2420987,"Crusoe Rd/High St                                                     ","Kangaroo Flat                                     ","B   "
"B-10158",-36.80636826,144.2415841,"Phillips Dr/High St                                                   ","Kangaroo Flat                                     ","B   "
"B-10159",-36.81421436,144.2395091,"Jacks Ave/High St                                                     ","Kangaroo Flat                                     ","B   "
"B-1016 ",-38.15853792,145.1303067,"Murawa St/Foot St                                                     ","Frankston                                         ","B   "
"B-10160",-36.81792907,144.2333903,"Hammil St/Furness St                                                  ","Kangaroo Flat                                     ","B   "
"B-10161",-36.81290174,144.2338291,"Lowe St/Crusoe Rd                                                     ","Kangaroo Flat                                     ","B   "
"B-10162",-36.80902069,144.2366698,"Pittaway St/Crusoe Rd                                                 ","Kangaroo Flat                                     ","B   "
"B-10163",-36.79405354,144.2378914,"Hope St/Olympic Pde                                                   ","Kangaroo Flat                                     ","B   "
"B-10164",-36.79127762,144.2359407,"Crusoe College/Olympic Pde                                            ","Kangaroo Flat                                     ","B   "
"B-10165",-36.78816959,144.2410271,"Browning St/MacKenzie St West                                         ","Kangaroo Flat                                     ","B   "
"B-10166",-37.98666686,145.1761246,"Frederick Wachter Reserve/Bloomfield Rd                               ","Keysborough                                       ","B   "
"B-10167",-36.78612536,144.2422544,"Alder St/MacKenzie St West                                            ","Golden Square                                     ","B   "
"B-10168",-37.98397901,145.1765555,"Isaac Rd/Bloomfield Rd                                                ","Keysborough                                       ","B   "
"B-10169",-36.75896291,144.2527255,"Maple St/Marong Rd                                                    ","West Bendigo                                      ","B   "
"B-1017 ",-37.87821259,145.0352625,"Payne St/Kambrook Rd                                                  ","Caulfield North                                   ","B   "
"B-10170",-36.75742836,144.2592537,"Victoria Hill Historic Mining Site/Marong Rd                          ","Ironbark                                          ","B   "
"B-10171",-36.76068046,144.2635061,"St John of God Hospital/Barnard St                                    ","Ironbark                                          ","B   "
"B-10172",-36.75920376,144.2663026,"Old Violet St/Barnard St                                              ","Ironbark                                          ","B   "
"B-10173",-37.98091627,145.179546,"Conley St/Nance St                                                    ","Noble Park                                        ","B   "
"B-10174",-36.7594034,144.2663627,"Old Violet St/Barnard St                                              ","Bendigo                                           ","B   "
"B-10175",-36.75911267,144.2529665,"Maple St/Marong Rd                                                    ","Golden Square                                     ","B   "
"B-10176",-37.98037703,145.1825537,"15 Stackpoole St                                                      ","Noble Park                                        ","B   "
"B-10177",-37.77870387,144.9756571,"Truscott St/Brunswick Rd                                              ","Brunswick East                                    ","B   "
"B-10178",-37.78052886,145.1234195,"Manningham Rd/Williamsons Rd                                          ","Doncaster                                         ","B   "
"B-10179",-36.78623627,144.2423737,"John St/MacKenzie St West                                             ","Kangaroo Flat                                     ","B   "
"B-1018 ",-38.16078454,145.1293477,"Towerhill Rd/Foot St                                                  ","Frankston South                                   ","B   "
"B-10180",-36.78787176,144.2413963,"Browning St/MacKenzie St West                                         ","Kangaroo Flat                                     ","B   "
"B-10181",-36.79123677,144.2361214,"Crusoe College/Olympic Pde                                            ","Kangaroo Flat                                     ","B   "
"B-10182",-36.79434255,144.2383068,"Station St/Olympic Pde                                                ","Kangaroo Flat                                     ","B   "
"B-10183",-37.78822021,144.8284362,"Graham St/Durham Rd                                                   ","Sunshine                                          ","B   "
"B-10184",-36.78619327,144.2323813,"Aspinall St/Olympic Pde                                               ","Kangaroo Flat                                     ","B   "
"B-10185",-36.78071534,144.2413505,"Norma St/Aspinall St                                                  ","Golden Square                                     ","B   "
"B-10186",-36.77928539,144.2422532,"Druid St/Aspinall St                                                  ","Golden Square                                     ","B   "
"B-10187",-36.77528666,144.2446931,"Allpress Dr/Aspinall St                                               ","Golden Square                                     ","B   "
"B-10188",-36.7738914,144.2455384,"Tomkinson Dr/Aspinall St                                              ","Golden Square                                     ","B   "
"B-10189",-36.77314989,144.2481526,"Kirby St/Symonds St                                                   ","Golden Square                                     ","B   "
"B-1019 ",-38.16452878,145.138132,"Frankston-Flinders Rd/Golf Links Rd                                   ","Frankston South                                   ","B   "
"B-10190",-36.7732345,144.2479143,"Kirby St/Symonds St                                                   ","Golden Square                                     ","B   "
"B-10191",-36.77388577,144.2456842,"Bissell Dr/Aspinall St                                                ","Golden Square                                     ","B   "
"B-10192",-36.77543203,144.2447439,"Allpress Dr/Aspinall St                                               ","Golden Square                                     ","B   "
"B-10193",-36.779315,144.2423642,"Druid St/Aspinall St                                                  ","Golden Square                                     ","B   "
"B-10194",-36.78126997,144.2411738,"Norma St/Aspinall St                                                  ","Golden Square                                     ","B   "
"B-10195",-36.76032351,144.2793671,"Mitchell St Central - Bay A/Mitchell St                               ","Bendigo                                           ","B   "
"B-10196",-36.75148683,144.1988121,"Rathbones Lane/Monsants Rd                                            ","Maiden Gully                                      ","B   "
"B-10197",-36.76536949,144.2880152,"Brougham St/Williamson St                                             ","Bendigo                                           ","B   "
"B-10198",-37.89816088,145.0098378,"Magnolia Rd/Gardenvale Rd                                             ","Gardenvale                                        ","B   "
"B-10199",-36.76757002,144.290458,"Havlin St/Williamson St                                               ","Kennington                                        ","B   "
"B-102  ",-37.97668155,145.0265373,"Summerhill Rd/Balcombe Rd                                             ","Beaumaris                                         ","B   "
"B-1020 ",-37.85328189,144.983859,"Union St/Punt Rd                                                      ","Windsor                                           ","B   "
"B-10200",-36.76856905,144.2915877,"Shipp St/Williamson St                                                ","Kennington                                        ","B   "
"B-10201",-36.78286065,144.2887654,"La Trobe University/Retreat Rd                                        ","Flora Hill                                        ","B   "
"B-10202",-36.78562584,144.2887015,"Cook St/Retreat Rd                                                    ","Spring Gully                                      ","B   "
"B-10203",-36.78871143,144.2880661,"Stanley Ave/Retreat Rd                                                ","Spring Gully                                      ","B   "
"B-10204",-36.79273497,144.287857,"Kristy Dr/Retreat Rd                                                  ","Spring Gully                                      ","B   "
"B-10205",-37.77905297,144.9786677,"Nicholson St/Holden St                                                ","Fitzroy North                                     ","B   "
"B-10206",-36.79498612,144.2877775,"174 Retreat Rd                                                        ","Spring Gully                                      ","B   "
"B-10207",-36.79787635,144.2876644,"Joachim Lane/Retreat Rd                                               ","Spring Gully                                      ","B   "
"B-10208",-36.79943977,144.2878557,"Wattle Dr/Mandurang Rd                                                ","Spring Gully                                      ","B   "
"B-10209",-36.80218209,144.2891598,"Bendigo Ret Village/Mandurang Rd                                      ","Spring Gully                                      ","B   "
"B-1021 ",-38.16239272,145.1330046,"Helvetia Ct/Towerhill Rd                                              ","Frankston South                                   ","B   "
"B-10210",-36.80273664,144.2913479,"Bendigo Ret Village/Francis St                                        ","Spring Gully                                      ","B   "
"B-10211",-36.80159535,144.291489,"Bendigo Ret Village/Broad Pde                                         ","Spring Gully                                      ","B   "
"B-10212",-36.80051828,144.2893081,"Mandurang Rd/Francliff Ave                                            ","Spring Gully                                      ","B   "
"B-10213",-36.7995445,144.2877064,"Wattle Dr/Mandurang Rd                                                ","Spring Gully                                      ","B   "
"B-10214",-36.78563977,144.2885218,"Cook St/Retreat Rd                                                    ","Flora Hill                                        ","B   "
"B-10215",-36.77321102,144.2904385,"Ellis St/Somerville St                                                ","Flora Hill                                        ","B   "
"B-10216",-36.76979802,144.2917349,"Miller St/Somerville St                                               ","Flora Hill                                        ","B   "
"B-10217",-36.76744403,144.2900703,"Havlin St/Williamson St                                               ","Kennington                                        ","B   "
"B-10218",-36.76454924,144.2868232,"Hopper St/Williamson St                                               ","Bendigo                                           ","B   "
"B-10219",-36.76194866,144.2838347,"Mollison St/Williamson St                                             ","Bendigo                                           ","B   "
"B-1022 ",-38.15279457,145.132382,"Moorooduc Hwy/Hastings Rd                                             ","Frankston                                         ","B   "
"B-10220",-36.76086246,144.2796841,"Mitchell St Central - Bay B/Mitchell St                               ","Bendigo                                           ","B   "
"B-10221",-36.76392406,144.2835186,"McLaren St/Mitchell St                                                ","Bendigo                                           ","B   "
"B-10222",-36.7654336,144.284507,"Galvin St/Mitchell St                                                 ","Bendigo                                           ","B   "
"B-10223",-36.76699282,144.2853033,"Palmerston St/Mitchell St                                             ","Bendigo                                           ","B   "
"B-10224",-36.76862433,144.2861082,"Miller St/Mitchell St                                                 ","Bendigo                                           ","B   "
"B-10225",-36.77180143,144.285929,"Rodney St/Carpenter St                                                ","Quarry Hill                                       ","B   "
"B-10226",-36.77339116,144.2856937,"Hallam St/Carpenter St                                                ","Quarry Hill                                       ","B   "
"B-10227",-36.77602262,144.2852983,"Houston St/Carpenter St                                               ","Quarry Hill                                       ","B   "
"B-10228",-36.77889643,144.2848608,"Bendigo Cemetery/Carpenter St                                         ","Quarry Hill                                       ","B   "
"B-10229",-36.79612469,144.2851489,"Burns St/Spring Gully Rd                                              ","Spring Gully                                      ","B   "
"B-1023 ",-38.15434483,145.1341,"Millard St/Moorooduc Hwy                                              ","Frankston                                         ","B   "
"B-10230",-36.79090494,144.2846721,"Autumn Gully Rd/Spring Gully Rd                                       ","Spring Gully                                      ","B   "
