"stop_id","stop_lat","stop_long","stop_name","stop_suburb","stop_type"
"B-14874","-37.6014123900","144.9049672000","Waterview Bvd/Elevation Bvd                                           ","Craigieburn                                       ","B   "
"B-14875","-37.6017807800","144.9099860000","Cable Cct/Aitken Bvd                                                  ","Craigieburn                                       ","B   "
"B-14876","-37.6068106200","144.9115784000","Fairways Bvd/Aitken Bvd                                               ","Craigieburn                                       ","B   "
"B-14877","-37.6069533700","144.9155731000","Mosman Way/Fairways Bvd                                               ","Craigieburn                                       ","B   "
"B-14878","-37.6073135900","144.9191313000","St Andrews Dr/Fairways Bvd                                            ","Craigieburn                                       ","B   "
"B-14879","-37.5683396100","144.9310855000","Hume Anglican Grammar School/Mt Ridley Rd                             ","Mickleham                                         ","B   "
"B-1488 ","-37.6632527400","144.5645002000","Kim Lane/Roslyn Park Dr                                               ","Harkness                                          ","B   "
"B-14880","-37.7738017500","145.1533814000","Greenridge Ave/King St                                                ","Doncaster                                         ","B   "
"B-14881","-37.4716306800","144.9559287000","Greater Beveridge Community Centre/Lithgow St                         ","Beveridge                                         ","B   "
"B-14882","-37.4802697500","144.9448144000","Waterfall Cres/Mandalay Cct                                           ","Beveridge                                         ","B   "
"B-14883","-37.4793364100","144.9533440000","Blossom Way/Mandalay Cct                                              ","Beveridge                                         ","B   "
"B-14884","-37.4759740500","144.9501790000","Pacific Gra/Golf Links Dr                                             ","Beveridge                                         ","B   "
"B-14885","-37.4715098500","144.9562373000","Mantel Grn/Lithgow St                                                 ","Beveridge                                         ","B   "
"B-14886","-37.7315239400","144.6601815000","Rockbank Caravan Park/Westcott Pde                                    ","Rockbank                                          ","B   "
"B-14887","-37.7347374500","144.6677281000","Stewart Cres/Westcott Pde                                             ","Rockbank                                          ","B   "
"B-14888","-37.9687688600","145.1749284000","Copas Park/Noble St                                                   ","Noble Park                                        ","B   "
"B-14889","-37.7734162600","145.1500644000","Kings Living Ret Vill/King St                                         ","Doncaster                                         ","B   "
"B-1489 ","-37.6644586200","144.5639847000","Emerald Ct/Caitlyn Dr                                                 ","Melton West                                       ","B   "
"B-14890","-37.9667025700","145.1765049000","Noble Park Station/Mons Pde                                           ","Noble Park                                        ","B   "
"B-14891","-37.9658921800","145.1736450000","Douglas St/Frank St                                                   ","Noble Park                                        ","B   "
"B-14892","-37.9679810500","145.1729444000","Noble St/Frank St                                                     ","Noble Park                                        ","B   "
"B-14893","-37.8895434000","145.0670054000","Murrumbeena Station/Neerim Rd                                         ","Murrumbeena                                       ","B   "
"B-14894","-37.8896501900","145.0669230000","Murrumbeena Station/Neerim Rd                                         ","Murrumbeena                                       ","B   "
"B-14895","-37.8901392700","145.0665236000","Murrumbeena Station/Murrumbeena Rd                                    ","Murrumbeena                                       ","B   "
"B-14896","-37.8899478700","145.0663921000","Murrumbeena Station/Murrumbeena Rd                                    ","Murrumbeena                                       ","B   "
"B-14897","-37.7730637700","145.1471326000","Ashcroft Ave/King St                                                  ","Templestowe                                       ","B   "
"B-14898","-37.7724923700","145.1400397000","Church Rd/King St                                                     ","Doncaster                                         ","B   "
"B-14899","-37.7707740900","145.1345311000","Ballamore Cres/King St                                                ","Doncaster                                         ","B   "
"B-149  ","-37.7831707700","145.2713210000","Luther College/Plymouth Rd                                            ","Croydon                                           ","B   "
"B-1490 ","-37.6660919700","144.5654050000","Reidy Rise/Gamalite Dr                                                ","Melton West                                       ","B   "
"B-14900","-37.7697257800","145.1286652000","Williamsons Rd/Lynnwood Pde                                           ","Templestowe Lower                                 ","B   "
"B-14901","-36.7494216900","144.2822385000","Bendigo Health/Arnold St                                              ","Bendigo                                           ","B   "
"B-14902","-36.7492539300","144.2823900000","Bendigo Health/Arnold St                                              ","Bendigo                                           ","B   "
"B-14903","-37.7694255700","145.1262206000","Montpellier Cres/Lynnwood Pde                                         ","Templestowe Lower                                 ","B   "
"B-14904","-37.7380414600","145.0911523000","Nobel St/Winston Rd                                                   ","Viewbank                                          ","B   "
"B-14905","-37.7690591800","145.1235846000","Bluegum Cl/Lynnwood Pde                                               ","Templestowe Lower                                 ","B   "
"B-14906","-37.5877422800","145.1037755000","Vittorio Rd/Schotters Rd                                              ","Mernda                                            ","B   "
"B-14907","-37.5871054000","145.1039616000","Schotters Rd/Hazel Glen Dr                                            ","Mernda                                            ","B   "
"B-14908","-37.5934539900","145.1030869000","Hayes Rd/Schotters Rd                                                 ","Mernda                                            ","B   "
"B-14909","-37.5998353300","145.1020074000","Bridge Inn Rd/Schotters Rd                                            ","Mernda                                            ","B   "
"B-1491 ","-38.0350381000","145.1192664000","Edithvale Bowls Club/Edithvale Rd                                     ","Edithvale                                         ","B   "
"B-14910","-37.5925374600","145.1010149000","Mernda Adventure Park/Mernda Village Dr                               ","Mernda                                            ","B   "
"B-14911","-37.5924484700","145.1010851000","Creek Park/Mernda Village Dr                                          ","Mernda                                            ","B   "
"B-14912","-37.5941896400","145.0905869000","Mernda Village Medical/Mernda Village Dr                              ","Mernda                                            ","B   "
"B-14913","-37.5937248900","145.0902703000","Mernda Village SC/Galloway Dr                                         ","Mernda                                            ","B   "
"B-14914","-37.6118060700","145.0887656000","Breadalbane Ave/Waterview Dr                                          ","Mernda                                            ","B   "
"B-14915","-37.7683505500","145.1204011000","Conifer Pl/Lynnwood Pde                                               ","Templestowe Lower                                 ","B   "
"B-14916","-37.5986016500","145.1246131000","Hazel Glen Child and Family Centre/Painted Hills Rd                   ","Doreen                                            ","B   "
"B-14917","-37.5987041800","145.1242594000","Hazel Glen Child and Family Centre/Painted Hills Rd                   ","Doreen                                            ","B   "
"B-14918","-37.6012779600","145.1234585000","Clancy Way/Painted Hills Rd                                           ","Doreen                                            ","B   "
"B-14919","-37.6014246200","145.1236134000","Clancy Way/Painted Hills Rd                                           ","Doreen                                            ","B   "
"B-1492 ","-37.6691339800","144.5639111000","Galilee Bvd/Gamalite Dr                                               ","Melton West                                       ","B   "
"B-14920","-37.6030590500","145.1175914000","Resort Bvd/Bridge Inn Rd                                              ","Doreen                                            ","B   "
"B-14921","-37.6033466400","145.1186716000","Lexington Ave/Bridge Inn Rd                                           ","Doreen                                            ","B   "
"B-14922","-37.6027432200","145.1147448000","Bassetts Rd/Bridge Inn Rd                                             ","Doreen                                            ","B   "
"B-14923","-37.6116975000","145.1195827000","Independence Bvd/Elation Bvd                                          ","Doreen                                            ","B   "
"B-14924","-37.6115993100","145.1196418000","Independence Bvd/Elation Bvd                                          ","Doreen                                            ","B   "
"B-14925","-37.6120385900","145.1161075000","Nurture Ave/Elation Bvd                                               ","Doreen                                            ","B   "
"B-14926","-37.7684754000","145.1203184000","Conifer Pl/Lynnwood Pde                                               ","Templestowe Lower                                 ","B   "
"B-14927","-37.6118361300","145.1169736000","Nurture Ave/Elation Bvd                                               ","Doreen                                            ","B   "
"B-14928","-37.6118994800","145.1113529000","Lincoln Way/Wallaroo Way                                              ","Doreen                                            ","B   "
"B-14929","-37.6118752300","145.1120899000","Lincoln Way/Wallaroo Way                                              ","Doreen                                            ","B   "
"B-1493 ","-38.0287460000","145.1298745000","Wells Rd/Edithvale Rd                                                 ","Aspendale Gardens                                 ","B   "
"B-14930","-37.6108245400","145.1078229000","Purcell St/Wallaroo Way                                               ","Doreen                                            ","B   "
"B-14931","-37.6106119600","145.1080548000","Purcell St/Wallaroo Way                                               ","Doreen                                            ","B   "
"B-14932","-37.6086317100","145.1082070000","Coolibah St/Wallaroo Way                                              ","Doreen                                            ","B   "
"B-14933","-37.6080681600","145.1084705000","Coolibah St/Wallaroo Way                                              ","Doreen                                            ","B   "
"B-14934","-37.6071796500","145.1109512000","Fleetwood Dr/Vantage Point Bvd                                        ","Doreen                                            ","B   "
"B-14935","-37.6069590200","145.1118063000","Cootamundra Rd/Vantage Point Bvd                                      ","Doreen                                            ","B   "
"B-14936","-37.6053600200","145.1121300000","Towerhill Rd/Vantage Point Bvd                                        ","Doreen                                            ","B   "
"B-14937","-37.7691047300","145.1230499000","Bluegum Cl/Lynnwood Pde                                               ","Templestowe Lower                                 ","B   "
"B-14938","-37.6036909900","145.1131463000","Beacon Pl/Vantage Point Bvd                                           ","Doreen                                            ","B   "
"B-14939","-37.6020929100","145.1011684000","Mernda Station/Bridge Inn Rd                                          ","Mernda                                            ","B   "
"B-1494 ","-37.9456886600","145.1760344000","Springvale Botanical Cemetery/Third Dr                                ","Springvale                                        ","B   "
"B-14940","-37.6024880100","145.1010791000","Mernda Station/Bridge Inn Rd                                          ","Mernda                                            ","B   "
"B-14941","-37.6022136700","145.1013919000","Mernda Station/Bridge Inn Rd                                          ","Mernda                                            ","B   "
"B-14942","-37.6024912900","145.1012829000","Mernda Station/Bridge Inn Rd                                          ","Mernda                                            ","B   "
"B-14943","-37.6231047800","145.0980845000","Hawkstowe Station/Hawkstowe Pde                                       ","South Morang                                      ","B   "
"B-14944","-37.6229630200","145.0982354000","Hawkstowe Station/Hawkstowe Pde                                       ","South Morang                                      ","B   "
"B-14945","-37.6425221100","145.0928180000","Middle Gorge  Station/Williamsons Rd                                  ","South Morang                                      ","B   "
"B-14946","-37.6223957100","145.0960291000","Hawkstowe Station/Plenty Rd                                           ","South Morang                                      ","B   "
"B-14947","-37.7695843100","145.1265685000","Hickory St/Lynnwood Pde                                               ","Templestowe Lower                                 ","B   "
"B-14948","-37.7698996400","145.1288311000","Williamsons Rd/Lynnwood Pde                                           ","Templestowe Lower                                 ","B   "
"B-14949","-37.6157787200","144.9131741000","Lysterfield Dr/Aitken Bvd                                             ","Greenvale                                         ","B   "
"B-1495 ","-37.7275489600","145.0799052000","117 Greensborough Hwy                                                 ","Yallambie                                         ","B   "
"B-14950","-37.6115804200","144.9127364000","Candlebark Dr/Aitken Bvd                                              ","Greenvale                                         ","B   "
"B-14951","-37.5908905300","144.9158854000","Craigieburn Central SC/Central Park Ave                               ","Craigieburn                                       ","B   "
"B-14952","-37.5892143200","144.9107906000","Splash Aqua Park and Leisure Centre/Aitken Bvd                        ","Craigieburn                                       ","B   "
"B-14953","-37.5852882500","144.9114780000","Marathon Bvd/Aitken Bvd                                               ","Craigieburn                                       ","B   "
"B-14954","-37.5770387500","144.9199518000","Highlands Hotel/Aitken Bvd                                            ","Craigieburn                                       ","B   "
"B-14955","-37.5747077400","144.9206394000","Highlands SC/Aitken Bvd                                               ","Craigieburn                                       ","B   "
"B-14956","-37.5680025300","144.9201126000","Mt Ridley Rd/Aitken Bvd                                               ","Craigieburn                                       ","B   "
"B-14957","-37.5682683400","144.9203656000","Mt Ridley Rd/Aitken Bvd                                               ","Craigieburn                                       ","B   "
"B-14958","-37.7710913100","145.1357833000","Ruffey Lake Park/King St                                              ","Doncaster                                         ","B   "
"B-14959","-37.5742173100","144.9209361000","Highlands SC/Aitken Bvd                                               ","Craigieburn                                       ","B   "
"B-1496 ","-37.7348050400","145.0711617000","Stokes St/Finlayson St                                                ","Rosanna                                           ","B   "
"B-14960","-37.5759924100","144.9209207000","Mount Ridley College/Aitken Bvd                                       ","Craigieburn                                       ","B   "
"B-14961","-37.5849894000","144.9119053000","Marathon Bvd/Aitken Bvd                                               ","Craigieburn                                       ","B   "
"B-14962","-37.5895181800","144.9111559000","Splash Aqua Park and Leisure Centre/Aitken Bvd                        ","Craigieburn                                       ","B   "
"B-14963","-37.5906839600","144.9159252000","Craigieburn Central SC/Central Park Ave                               ","Craigieburn                                       ","B   "
"B-14964","-37.6106610500","144.9127281000","Coronet Ave/Aitken Bvd                                                ","Roxburgh Park                                     ","B   "
"B-14965","-37.6160261300","144.9134051000","James Mirams Dr/Aitken Bvd                                            ","Roxburgh Park                                     ","B   "
"B-14966","-37.5811834100","144.9153069000","Brookfield Bvd/Aitken Bvd                                             ","Craigieburn                                       ","B   "
"B-14967","-37.5708025000","144.9199555000","Bridgehaven Dr/Aitken Bvd                                             ","Craigieburn                                       ","B   "
"B-14968","-37.5719832600","144.9204774000","Wisteria Ave/Aitken Bvd                                               ","Craigieburn                                       ","B   "
"B-14969","-37.7730654100","145.1409449000","Church Rd/King St                                                     ","Doncaster                                         ","B   "
"B-1497 ","-37.7374787000","145.0693334000","Pyalong Ave/Finlayson St                                              ","Rosanna                                           ","B   "
"B-14970","-37.5811866100","144.9154880000","Brookfield Bvd/Aitken Bvd                                             ","Craigieburn                                       ","B   "
"B-14971","-37.7561592800","144.9179186000","Essendon Station/Mt Alexander Rd                                      ","Essendon                                          ","B   "
"B-14972","-37.7561466300","144.9166931000","Essendon Station/Russell St                                           ","Essendon                                          ","B   "
"B-14973","-37.7557434600","144.9158078000","Essendon Station/Rose St                                              ","Essendon                                          ","B   "
"B-14974","-37.7731927400","145.1473111000","Victoria St/King St                                                   ","Templestowe                                       ","B   "
"B-14975","-37.7734739700","145.1497223000","Kings Living Ret Vill/King St                                         ","Doncaster                                         ","B   "
"B-14976","-37.7366931600","145.0908125000","Meyrick Cres/Winston Rd                                               ","Viewbank                                          ","B   "
"B-14977","-37.7737132300","145.1517600000","Greenridge Ave/King St                                                ","Doncaster                                         ","B   "
"B-14978","-37.7098729700","144.7388346000","Springside P-9 College/Hume Dr                                        ","Caroline Springs                                  ","B   "
"B-14979","-37.7184870300","144.7261392000","Concorde Ave/City Vista Ct                                            ","Fraser Rise                                       ","B   "
"B-1498 ","-37.7393908300","145.0683305000","Cremin Ct/Finlayson St                                                ","Rosanna                                           ","B   "
"B-14980","-37.7186990200","144.7259172000","Concorde Ave/City Vista Ct                                            ","Fraser Rise                                       ","B   "
"B-14981","-37.8477069700","144.9803742000","Wesley College/Moubray St                                             ","Melbourne                                         ","B   "
"B-14982","-37.8097207100","144.9583286000","A'Beckett St/Queen St                                                 ","Melbourne                                         ","B   "
"B-14983","-37.7740113200","145.1541028000","Tuckers Rd/King St                                                    ","Doncaster                                         ","B   "
"B-14984","-38.1029732300","145.2013253000","Edinburgh Rd/Hall Rd                                                  ","Skye                                              ","B   "
"B-14985","-38.1029418700","145.1998663000","Edinburgh Dr/Hall Rd                                                  ","Skye                                              ","B   "
"B-14986","-38.1082491000","145.2444792000","Bradman Dr/Hall Rd                                                    ","Cranbourne West                                   ","B   "
"B-14987","-38.1141269600","145.1946870000","Gamble Rd/McCormicks Rd                                               ","Skye                                              ","B   "
"B-14988","-38.1171177100","145.1928568000","Carrum Downs Plaza/Ballarto Rd                                        ","Carrum Downs                                      ","B   "
"B-14989","-38.1081687700","145.2421202000","Bradman Dr/Hall Rd                                                    ","Cranbourne West                                   ","B   "
"B-1499 ","-37.7056305100","145.1606441000","Park Rd/Beard St                                                      ","Eltham                                            ","B   "
"B-14990","-38.1161381500","145.1848507000","Flora Park Way/Ballarto Rd                                            ","Carrum Downs                                      ","B   "
"B-14991","-38.1075482800","145.2367974000","Atlas Dr/Hall Rd                                                      ","Cranbourne West                                   ","B   "
"B-14992","-38.1124905100","145.1549092000","Bellevue Cres/Seaford Rd                                              ","Seaford                                           ","B   "
"B-14993","-38.1120146100","145.1515793000","Prince Cres/Seaford Rd                                                ","Seaford                                           ","B   "
"B-14994","-37.7746082400","145.1588452000","Wyena Way/King St                                                     ","Templestowe                                       ","B   "
"B-14995","-38.1115179200","145.1475086000","Barry St/Seaford Rd                                                   ","Seaford                                           ","B   "
"B-14996","-38.1092013500","145.1258855000","Seaford Rd/Nepean Hwy                                                 ","Seaford                                           ","B   "
"B-14997","-38.1122277100","145.1542429000","Bellevue Cres/Seaford Rd                                              ","Seaford                                           ","B   "
"B-14998","-38.1160159100","145.1851047000","Flora Park Way/Ballarto Rd                                            ","Carrum Downs                                      ","B   "
"B-14999","-38.1165582000","145.1939770000","Carrum Downs Plaza/McCormicks Rd                                      ","Carrum Downs                                      ","B   "
"B-15   ","-37.6974477800","145.0210017000","Liston Ave/Cheddar Rd                                                 ","Reservoir                                         ","B   "
"B-150  ","-37.7834534900","145.2733924000","Yarra Rd/Plymouth Rd                                                  ","Croydon Hills                                     ","B   "
"B-1500 ","-37.7087296900","145.1611574000","Eurabbie Ct/Beard St                                                  ","Eltham                                            ","B   "
"B-15000","-38.1141430500","145.1945612000","Gamble Rd/McCormicks Rd                                               ","Carrum Downs                                      ","B   "
"B-15001","-38.1152029300","145.1774141000","Flinders Christian Community College/Ballarto Rd                      ","Carrum Downs                                      ","B   "
"B-15002","-38.1041506000","145.1284438000","Seaford Station/Railway Pde                                           ","Seaford                                           ","B   "
"B-15003","-37.7750238700","145.1623772000","Nedlands Ct/King St                                                   ","Doncaster East                                    ","B   "
"B-15004","-37.9012070300","144.6642785000","Werribee RSL/Synnot St                                                ","Werribee                                          ","B   "
"B-15005","-37.9042826300","145.0629234000","Duncan Mackinnon Reserve/Murrumbeena Rd                               ","Murrumbeena                                       ","B   "
"B-15006","-37.9084340000","145.0616429000","Molden St/East Boundary Rd                                            ","Bentleigh East                                    ","B   "
"B-15007","-37.9114976200","145.0610734000","South Dr/East Boundary Rd                                             ","Bentleigh East                                    ","B   "
"B-15008","-37.9137709900","145.0606725000","Deakin St/East Boundary Rd                                            ","Bentleigh East                                    ","B   "
"B-15009","-37.9159186200","145.0602976000","Glen Eira Sports and Aquatic Centre/East Boundary Rd                  ","Bentleigh East                                    ","B   "
"B-1501 ","-37.7070526600","145.1611081000","Frank St/Beard St                                                     ","Eltham                                            ","B   "
"B-15010","-37.9235232100","145.0504050000","Neville St/Tucker Rd                                                  ","Bentleigh                                         ","B   "
"B-15011","-37.9259128800","145.0499551000","Pollina St/Tucker Rd                                                  ","Bentleigh                                         ","B   "
"B-15012","-37.9277316700","145.0401000000","Halley Park/Jasper Rd                                                 ","Bentleigh                                         ","B   "
"B-15013","-37.9298520000","145.0397138000","Small Rd/Jasper Rd                                                    ","Bentleigh                                         ","B   "
"B-15014","-37.9322860800","145.0392281000","Fairbank Rd/Jasper Rd                                                 ","Bentleigh                                         ","B   "
"B-15015","-37.7781286500","145.1277607000","Williamsons Rd [After]/George St                                      ","Doncaster                                         ","B   "
"B-15016","-37.9321314300","145.0391412000","Brailsford Rd/Jasper Rd                                               ","Bentleigh                                         ","B   "
"B-15017","-37.9296969700","145.0396041000","Uonga Rd/Jasper Rd                                                    ","Bentleigh                                         ","B   "
"B-15018","-37.9275404300","145.0399799000","Halley Park/Jasper Rd                                                 ","Bentleigh                                         ","B   "
"B-15019","-37.9255600600","145.0498734000","Purtell St/Tucker Rd                                                  ","Bentleigh                                         ","B   "
"B-1502 ","-37.7101062200","145.1598528000","Livingstone Rd/Beard St                                               ","Eltham                                            ","B   "
"B-15020","-37.9234935500","145.0502466000","Lawson St/Tucker Rd                                                   ","Bentleigh                                         ","B   "
"B-15021","-37.9208702500","145.0507368000","Centre Rd/Tucker Rd                                                   ","Bentleigh                                         ","B   "
"B-15022","-37.9204041600","145.0590649000","Centre Rd/East Boundary Rd                                            ","Bentleigh East                                    ","B   "
"B-15023","-37.9183560000","145.0594600000","Charles St/East Boundary Rd                                           ","Bentleigh East                                    ","B   "
"B-15024","-37.9161824800","145.0599039000","Glen Eira Sports and Aquatic Centre/East Boundary Rd                  ","Bentleigh East                                    ","B   "
"B-15025","-37.9133341100","145.0604110000","Shrewsbury St/East Boundary Rd                                        ","Bentleigh East                                    ","B   "
"B-15026","-37.7784913500","145.1307378000","The Boulevarde/George St                                              ","Doncaster                                         ","B   "
"B-15027","-37.9111232400","145.0607761000","McKinnon Sec Col Campus/East Boundary Rd                              ","Bentleigh East                                    ","B   "
"B-15028","-37.9082118100","145.0612848000","Molden St/East Boundary Rd                                            ","Bentleigh East                                    ","B   "
"B-15029","-37.9040660700","145.0629063000","Duncan Mackinnon Reserve/Murrumbeena Rd                               ","Bentleigh East                                    ","B   "
"B-1503 ","-37.7118021300","145.1593798000","Fairdale Ct/Wycliffe Cres                                             ","Eltham                                            ","B   "
"B-15030","-37.7448638900","144.7491410000","Lexington Dr/Westwood Dr                                              ","Burnside                                          ","B   "
"B-15031","-37.7430313700","144.7494462000","Fydler Ave/Westwood Dr                                                ","Burnside                                          ","B   "
"B-15032","-37.7361996100","144.7484504000","Tenterfield Dr/Westwood Dr                                            ","Caroline Springs                                  ","B   "
"B-15033","-37.7336566700","144.7488338000","Harrison Ct/Westwood Dr                                               ","Caroline Springs                                  ","B   "
"B-15034","-37.7787341800","145.1329798000","Ruffey Lake Park/George St                                            ","Doncaster                                         ","B   "
"B-15035","-37.7314109400","144.7492081000","Commercial Rd/Westwood Dr                                             ","Caroline Springs                                  ","B   "
"B-15036","-37.7311200100","144.7495460000","Inglewood Dr/Westwood Dr                                              ","Burnside Heights                                  ","B   "
"B-15037","-37.7341928100","144.7490672000","Harrison Ct/Westwood Dr                                               ","Burnside Heights                                  ","B   "
"B-15038","-37.7364835800","144.7486914000","Tenterfield Dr/Westwood Dr                                            ","Burnside Heights                                  ","B   "
"B-15039","-37.7433669800","144.7495609000","Fydler Ave/Westwood Dr                                                ","Burnside                                          ","B   "
"B-1504 ","-37.7127219600","145.1611494000","Rondu [before] Pl/Wycliffe Cres                                       ","Eltham                                            ","B   "
"B-15040","-37.7450474800","144.7493171000","Lexington Dr/Westwood Dr                                              ","Burnside                                          ","B   "
"B-15041","-37.8771663100","144.6020680000","Manor Lakes College/Manor Lakes Bvd                                   ","Manor Lakes                                       ","B   "
"B-15042","-37.7791810300","145.1367269000","Earl St/George St                                                     ","Doncaster                                         ","B   "
"B-15043","-37.8753328300","144.5974438000","Balcombe Dr/Manor Lakes Bvd                                           ","Manor Lakes                                       ","B   "
"B-15044","-37.8719701100","144.5964845000","Ampelon St/Kinglake Dr                                                ","Manor Lakes                                       ","B   "
"B-15045","-37.8682514100","144.5988333000","Finsbury Cres/Kinglake Dr                                             ","Manor Lakes                                       ","B   "
"B-15046","-37.8596839300","144.5954062000","Spearmint Bvd/Ballan Rd                                               ","Manor Lakes                                       ","B   "
"B-15047","-37.8549878200","144.5913765000","Memory Cres/Welcome Pde                                               ","Wyndham Vale                                      ","B   "
"B-15048","-37.8526068500","144.5939201000","Stanmore Cres/Welcome Pde                                             ","Wyndham Vale                                      ","B   "
"B-15049","-37.8504635200","144.5913419000","Anniversary Ave/Stanmore Cres                                         ","Wyndham Vale                                      ","B   "
"B-1505 ","-37.7136730100","145.1620335000","Hartland Way/Wycliffe Cres                                            ","Eltham                                            ","B   "
"B-15050","-37.8528345300","144.5940377000","Stanmore Cres/Welcome Pde                                             ","Wyndham Vale                                      ","B   "
"B-15051","-37.8552797100","144.5915488000","Memory Cres/Welcome Pde                                               ","Wyndham Vale                                      ","B   "
"B-15052","-37.8596724200","144.5957248000","Spearmint Bvd/Ballan Rd                                               ","Wyndham Vale                                      ","B   "
"B-15053","-37.7794201700","145.1387420000","Church Rd/George St                                                   ","Doncaster                                         ","B   "
"B-15054","-37.8687238200","144.5985792000","Battersea St/Kinglake Dr                                              ","Manor Lakes                                       ","B   "
"B-15055","-37.9190038200","144.6457315000","Riparian St/Newmarket Rd                                              ","Werribee                                          ","B   "
"B-15056","-37.9172891300","144.6415548000","Dutchelm Ave/Newmarket Rd                                             ","Werribee                                          ","B   "
"B-15057","-37.9172936900","144.6417822000","Dutchelm Ave/Newmarket Rd                                             ","Werribee                                          ","B   "
"B-15058","-37.9155204000","144.6378350000","Princes Hwy/Westleigh Dr                                              ","Werribee                                          ","B   "
"B-15059","-37.9136690800","144.6353919000","Beldale Ave/Westleigh Dr                                              ","Werribee                                          ","B   "
"B-1506 ","-37.7144039700","145.1638305000","Marlow Pl/Wycliffe Cres                                               ","Eltham                                            ","B   "
"B-15060","-37.9113092700","144.6341027000","70 Westleigh Dr                                                       ","Werribee                                          ","B   "
"B-15061","-37.9101869200","144.6369934000","Delmont St/Westleigh Dr                                               ","Werribee                                          ","B   "
"B-15062","-37.9087567200","144.6407128000","Glendene Ct/Lyall Dr                                                  ","Werribee                                          ","B   "
"B-15063","-37.9079119700","144.6444247000","Lyall Dr/Anne St                                                      ","Werribee                                          ","B   "
"B-15064","-37.7333201900","145.0912169000","Martins Lane/Winston Rd                                               ","Viewbank                                          ","B   "
"B-15065","-37.7796689900","145.1408022000","Grover Rd/George St                                                   ","Doncaster                                         ","B   "
"B-15066","-37.9144632400","144.7840188000","Jansar St/Saltwater Prom                                              ","Point Cook                                        ","B   "
"B-15067","-37.9139098100","144.7799975000","Tidal Way/Saltwater Prom                                              ","Point Cook                                        ","B   "
"B-15068","-37.9138336900","144.7802614000","Tidal Way/Saltwater Prom                                              ","Point Cook                                        ","B   "
"B-15069","-37.7802970800","145.1440566000","Victoria St/George St                                                 ","Doncaster                                         ","B   "
"B-1507 ","-37.7689906600","145.0472846000","Maltravers Rd/Marshall St                                             ","Ivanhoe                                           ","B   "
"B-15070","-37.7805553600","145.1461507000","Belinda Cres/George St                                                ","Doncaster East                                    ","B   "
"B-15071","-37.7811900700","145.1509834000","Worthing Ave/George St                                                ","Doncaster East                                    ","B   "
"B-15072","-37.9027416300","144.6612390000","Bridge St/Synnot St                                                   ","Werribee                                          ","B   "
"B-15073","-37.7820753200","145.1591709000","East Doncaster Sec Col/George St                                      ","Doncaster East                                    ","B   "
"B-15074","-37.7773165400","145.1649206000","Blackburn Rd/Andersons Creek Rd                                       ","Doncaster East                                    ","B   "
"B-15075","-37.7746752500","145.1683466000","Halcyon Ct/Andersons Creek Rd                                         ","Doncaster East                                    ","B   "
"B-15076","-37.7732520400","145.1695511000","Landscape Dr/Andersons Creek Rd                                       ","Doncaster East                                    ","B   "
"B-15077","-37.7708258600","145.1705873000","Serpells Rd/Andersons Creek Rd                                        ","Doncaster East                                    ","B   "
"B-15078","-37.7679745000","145.1715204000","Devlaw Dr/Andersons Creek Rd                                          ","Doncaster East                                    ","B   "
"B-15079","-37.7653372200","145.1723119000","Reynolds Rd/Andersons Creek Rd                                        ","Doncaster East                                    ","B   "
"B-1508 ","-37.7999632100","144.9935892000","Hoddle St/Johnston St                                                 ","Abbotsford                                        ","B   "
"B-15080","-37.9081807900","144.6434494000","Anne St/Lyall Dr                                                      ","Werribee                                          ","B   "
"B-15081","-37.6435046100","145.5303739000","Healesville High School/Camerons Rd                                   ","Healesville                                       ","B   "
"B-15082","-37.9088148500","144.6409156000","Glendene Ct/Lyall Dr                                                  ","Werribee                                          ","B   "
"B-15083","-37.9102527000","144.6371278000","Delmont St/Westleigh Dr                                               ","Werribee                                          ","B   "
"B-15084","-37.9114007000","144.6341680000","Hopetoun Rd/Westleigh Dr                                              ","Werribee                                          ","B   "
"B-15085","-37.9132503600","144.6347343000","Beldale Ave/Westleigh Dr                                              ","Werribee                                          ","B   "
"B-15086","-37.9055990400","144.6472735000","Farm Rd/Princes Hwy                                                   ","Werribee                                          ","B   "
"B-15087","-37.6914187500","145.2146045000","Kangaroo Ground PS/Graham Rd                                          ","Kangaroo Ground                                   ","B   "
"B-15088","-37.9008737500","144.6552253000","Wedge St/Cottrell St                                                  ","Werribee                                          ","B   "
"B-15089","-37.7664275500","145.0051102000","Dennis St/St David St                                                 ","Northcote                                         ","B   "
"B-1509 ","-37.7179813000","145.1649562000","Nyora Rd/Eucalyptus Rd                                                ","Eltham                                            ","B   "
"B-15090","-37.9155270200","144.6381647000","Princes Hwy/Westleigh Dr                                              ","Werribee                                          ","B   "
"B-15091","-37.7927565100","144.8203315000","Fairbairn Rd/Mayne St                                                 ","Sunshine West                                     ","B   "
"B-15092","-37.8955299800","144.6583856000","Dewan Ave/Market Rd                                                   ","Werribee                                          ","B   "
"B-15093","-37.8941155300","144.6570432000","Centre Ave/Market Rd                                                  ","Werribee                                          ","B   "
"B-15094","-37.8922514100","144.6552943000","Deborah St/Market Rd                                                  ","Werribee                                          ","B   "
"B-15095","-37.8892167300","144.6549472000","Wyndham Central College/120 Shaws Rd                                  ","Werribee                                          ","B   "
"B-15096","-37.8897872800","144.6600685000","Ventosa Way/Shaws Rd                                                  ","Werribee                                          ","B   "
